"","operatingunit","countryname","snu1","snu1uid","psnu","psnuuid","fy16snuprioritization","tx_ret_denom","tx_ret_num","tx_ret_pct","tx_new","ou","ea_districts","national_sub_sub_unit","cbcts_lnkg_exp","cbcts_rtnadhr_exp","fbcts_loaded_tot"
"1477","Mozambique","Mozambique","Maputo","YOJg1GA3qHT","Cidade Da Matola","rPJ8B53FKqF","2 - Scale-Up: Aggressive",2286,1670,0.731,10666,"Mozambique","Maputo","Cidade Da Matola",64152,106920,1076317.1541
"1478","Mozambique","Mozambique","Maputo","YOJg1GA3qHT","Magude","b0DaXHh8J8Q","2 - Scale-Up: Aggressive",257,180,0.7,1185,"Mozambique","Maputo","Magude",26096,33426,143567
"1479","Mozambique","Mozambique","Maputo","YOJg1GA3qHT","Manhiça","FYmZonhCRcn","2 - Scale-Up: Aggressive",1392,1067,0.767,4798,"Mozambique","Maputo","Manhi<e7>a",38492,64153,504603.7283
"1480","Mozambique","Mozambique","Maputo","YOJg1GA3qHT","Marracuene","BdhM2BIXWgw","2 - Scale-Up: Aggressive",1025,733,0.715,3666,"Mozambique","Maputo","Marracuene",14663,24439,193622.9604
"1481","Mozambique","Mozambique","Maputo","YOJg1GA3qHT","Matutuine","JiyIWhXzTWd","2 - Scale-Up: Aggressive",186,148,0.796,861,"Mozambique","Maputo","Matutuine",14663,24439,193464.058
"1482","Mozambique","Mozambique","Maputo","YOJg1GA3qHT","Moamba","b9sP7gLskme","2 - Scale-Up: Aggressive",383,261,0.681,1671,"Mozambique","Maputo","Moamba",10998,18330,145531.2564
"1483","Mozambique","Mozambique","Maputo","YOJg1GA3qHT","Namaacha","ar9MMZxpljr","2 - Scale-Up: Aggressive",241,165,0.685,944,"Mozambique","Maputo","Namaacha",27928,36480,167573.73
"1484","Mozambique","Mozambique","Nampula","hxMhtp0apCm","Angoche","xIowtHPEVqN","2 - Scale-Up: Aggressive",193,154,0.798,1453,"Mozambique","Nampula","Angoche",15827,16188,289830.76439
"1485","Mozambique","Mozambique","Nampula","hxMhtp0apCm","Cidade De Nampula","nOE2NPIf8vq","2 - Scale-Up: Aggressive",1793,1272,0.709,9625,"Mozambique","Nampula","Cidade De Nampula",19222,21282,2090211.7607
"1486","Mozambique","Mozambique","Nampula","hxMhtp0apCm","Erati","CotlFJ64kUi","4 - Sustained",198,155,0.783,1395,"Mozambique","Nampula","Erati",1214,1820,447791.80311
"1487","Mozambique","Mozambique","Nampula","hxMhtp0apCm","Ilha De Moçambique","zvN1CKVc0o5","4 - Sustained",0,0,,0,"Mozambique","Nampula","Ilha De Mo<e7>ambique",244,366,116826.40778
"1488","Mozambique","Mozambique","Nampula","hxMhtp0apCm","Lalaua","TpXEdX36fEz","4 - Sustained",0,0,,0,"Mozambique","Nampula","Lalaua",244,367,137317.92417
"1489","Mozambique","Mozambique","Nampula","hxMhtp0apCm","Malema","RthlF0LdPnR","2 - Scale-Up: Aggressive",99,87,0.879,694,"Mozambique","Nampula","Malema",486,728,207353.70897
"1490","Mozambique","Mozambique","Nampula","hxMhtp0apCm","Meconta","tXKwBtQqb2o","4 - Sustained",149,105,0.705,724,"Mozambique","Nampula","Meconta",729,1094,255747.6933
"1491","Mozambique","Mozambique","Nampula","hxMhtp0apCm","Mecuburi","YLkTM4jAvvq","2 - Scale-Up: Aggressive",40,34,0.85,671,"Mozambique","Nampula","Mecuburi",485,727,185476.34113
"1492","Mozambique","Mozambique","Nampula","hxMhtp0apCm","Memba","dOIfGVyGIpn","4 - Sustained",0,0,,27,"Mozambique","Nampula","Memba",487,730,248797.21749
"1493","Mozambique","Mozambique","Nampula","hxMhtp0apCm","Mogincual","rdJibBp1ZPV","4 - Sustained",0,0,,19,"Mozambique","Nampula","Mogincual",487,730,197109.07257
"1494","Mozambique","Mozambique","Nampula","hxMhtp0apCm","Mogovolas","EBH5pfGP97m","4 - Sustained",87,66,0.759,515,"Mozambique","Nampula","Mogovolas",16312,16916,426743.28574
"1495","Mozambique","Mozambique","Nampula","hxMhtp0apCm","Moma","j5uYmqh5tq6","2 - Scale-Up: Aggressive",169,142,0.84,2869,"Mozambique","Nampula","Moma",16069,16554,380412.03137
"1496","Mozambique","Mozambique","Nampula","hxMhtp0apCm","Monapo","ztnYInN25Ev","2 - Scale-Up: Aggressive",189,143,0.757,1210,"Mozambique","Nampula","Monapo",15584,15826,294427.10811
"1497","Mozambique","Mozambique","Nampula","hxMhtp0apCm","Mossuril","twsAundvOb3","4 - Sustained",11,1,0.091,124,"Mozambique","Nampula","Mossuril",244,366,119508.54917
"1498","Mozambique","Mozambique","Nampula","hxMhtp0apCm","Muecate","TC4V2Gtm5am","2 - Scale-Up: Aggressive",62,53,0.855,767,"Mozambique","Nampula","Muecate",486,731,185788.3355
"1499","Mozambique","Mozambique","Nampula","hxMhtp0apCm","Murrupula","vbDb0zzpQej","4 - Sustained",0,0,,0,"Mozambique","Nampula","Murrupula",486,731,235395.3221
"1500","Mozambique","Mozambique","Nampula","hxMhtp0apCm","Nacala","rzyQVCV9LjG","2 - Scale-Up: Aggressive",527,356,0.676,2263,"Mozambique","Nampula","Nacala",1214,1821,521147.33604
"1501","Mozambique","Mozambique","Nampula","hxMhtp0apCm","Nacala-A-Velha","Un8VIqAxgEx","4 - Sustained",0,0,,0,"Mozambique","Nampula","Nacala-A-Velha",486,729,206903.70758
"1502","Mozambique","Mozambique","Nampula","hxMhtp0apCm","Nacaroa","i25wGrBbMs1","4 - Sustained",0,0,,426,"Mozambique","Nampula","Nacaroa",244,366,118495.23113
"1503","Mozambique","Mozambique","Nampula","hxMhtp0apCm","Nampula","jwLNNIw1MjY","2 - Scale-Up: Aggressive",261,188,0.72,1334,"Mozambique","Nampula","Nampula",486,728,901914.51484
"1504","Mozambique","Mozambique","Nampula","hxMhtp0apCm","Ribaue","DkiQIZm6OXK","4 - Sustained",0,0,,73,"Mozambique","Nampula","Ribaue",487,732,196770.6762
"1505","Mozambique","Mozambique","Niassa","Oi0uBOAAVj9","Cidade De Lichinga","oWKesP8CeL0","2 - Scale-Up: Aggressive",351,244,0.695,1550,"Mozambique","Niassa","Cidade De Lichinga",,,390581.74265
"1506","Mozambique","Mozambique","Niassa","Oi0uBOAAVj9","Cuamba","IBMUL2QvXz9","2 - Scale-Up: Aggressive",275,243,0.884,1087,"Mozambique","Niassa","Cuamba",,,242814.48888
"1507","Mozambique","Mozambique","Niassa","Oi0uBOAAVj9","Lago","UlTlUIybBkP","4 - Sustained",39,24,0.615,142,"Mozambique","Niassa","Lago",10770,10770,92922.507382
"1508","Mozambique","Mozambique","Niassa","Oi0uBOAAVj9","Lichinga","AYDAvImG7tH","4 - Sustained",0,0,,0,"Mozambique","Niassa","Lichinga",,,27644.689458
"1509","Mozambique","Mozambique","Niassa","Oi0uBOAAVj9","Majune","ccB4ESz9ZwC","4 - Sustained",0,0,,0,"Mozambique","Niassa","Majune",,,20102.89595
"1510","Mozambique","Mozambique","Niassa","Oi0uBOAAVj9","Mandimba","S97ZWSnm6N8","4 - Sustained",87,63,0.724,350,"Mozambique","Niassa","Mandimba",,,84949.197464
"1511","Mozambique","Mozambique","Niassa","Oi0uBOAAVj9","Marrupa","yz6zrfor2jA","4 - Sustained",0,0,,0,"Mozambique","Niassa","Marrupa",3676,3676,30521.66205
"1512","Mozambique","Mozambique","Niassa","Oi0uBOAAVj9","Maua","bQzuJ86gGEs","4 - Sustained",0,0,,0,"Mozambique","Niassa","Maua",4472,4472,36641.244321
"1513","Mozambique","Mozambique","Niassa","Oi0uBOAAVj9","Mavago","WYLJVeRp9kP","4 - Sustained",0,0,,0,"Mozambique","Niassa","Mavago",,,14353.403966
"1514","Mozambique","Mozambique","Niassa","Oi0uBOAAVj9","Mecanhelas","U7YoaJ2BQBb","4 - Sustained",73,66,0.904,419,"Mozambique","Niassa","Mecanhelas",12154,12154,102538.19465
"1515","Mozambique","Mozambique","Niassa","Oi0uBOAAVj9","Mecula","W3l4gXZtBCB","4 - Sustained",0,0,,0,"Mozambique","Niassa","Mecula",,,8752.5996336
"1516","Mozambique","Mozambique","Niassa","Oi0uBOAAVj9","Metarica","epuWlUacuTU","4 - Sustained",0,0,,0,"Mozambique","Niassa","Metarica",2940,2940,23476.562115
"1517","Mozambique","Mozambique","Niassa","Oi0uBOAAVj9","Muembe","TbQ9Og6Mg2r","4 - Sustained",0,0,,0,"Mozambique","Niassa","Muembe",,,16083.665053
"1518","Mozambique","Mozambique","Niassa","Oi0uBOAAVj9","Ngauma","gsAweMCroa7","4 - Sustained",0,0,,0,"Mozambique","Niassa","Ngauma",,,30182.309895
"1519","Mozambique","Mozambique","Niassa","Oi0uBOAAVj9","Nipepe","lO3xjgJ61jK","4 - Sustained",0,0,,0,"Mozambique","Niassa","Nipepe",,,29858.184446
"1520","Mozambique","Mozambique","Niassa","Oi0uBOAAVj9","Sanga","Sv3e9Erafn0","4 - Sustained",0,0,,0,"Mozambique","Niassa","Sanga",,,23972.063314
"1521","Mozambique","Mozambique","Sofala","SEWXP7RQHGN","Buzi","qwJ8zDHclEj","2 - Scale-Up: Aggressive",679,514,0.757,1686,"Mozambique","Sofala","Buzi",,,192207.03644
"1522","Mozambique","Mozambique","Sofala","SEWXP7RQHGN","Caia","yui33D90Efv","4 - Sustained",0,0,,832,"Mozambique","Sofala","Caia",,,112717.0867
"1523","Mozambique","Mozambique","Sofala","SEWXP7RQHGN","Chemba","xlBlEsK62tb","4 - Sustained",0,0,,0,"Mozambique","Sofala","Chemba",,,44957.865375
"1524","Mozambique","Mozambique","Sofala","SEWXP7RQHGN","Cheringoma","lZAKLVCoHVw","4 - Sustained",0,0,,296,"Mozambique","Sofala","Cheringoma",,,59374.925462
"1525","Mozambique","Mozambique","Sofala","SEWXP7RQHGN","Chibabava","Bp2zX2SlSsT","2 - Scale-Up: Aggressive",0,0,,1143,"Mozambique","Sofala","Chibabava",19652,19652,159825.29766
"1526","Mozambique","Mozambique","Sofala","SEWXP7RQHGN","Cidade Da Beira","c4qdq9NbKuX","2 - Scale-Up: Aggressive",2415,1679,0.695,10120,"Mozambique","Sofala","Cidade Da Beira",,,1452586.1387
"1527","Mozambique","Mozambique","Sofala","SEWXP7RQHGN","Dondo","QJviLU1xwFA","2 - Scale-Up: Aggressive",494,358,0.725,3065,"Mozambique","Sofala","Dondo",,,308460.36468
"1528","Mozambique","Mozambique","Sofala","SEWXP7RQHGN","Gorongosa","iuqTSkAZRvK","4 - Sustained",0,0,,472,"Mozambique","Sofala","Gorongosa",,,100931.92084
"1529","Mozambique","Mozambique","Sofala","SEWXP7RQHGN","Machanga","NPEM8us3KEs","4 - Sustained",0,0,,218,"Mozambique","Sofala","Machanga",,,102809.3442
"1530","Mozambique","Mozambique","Sofala","SEWXP7RQHGN","Maringue","mlYjNL8jqjz","4 - Sustained",0,0,,166,"Mozambique","Sofala","Maringue",,,28006.640205
"1531","Mozambique","Mozambique","Sofala","SEWXP7RQHGN","Marromeu","ZMR1mJVDTD8","2 - Scale-Up: Aggressive",0,0,,1245,"Mozambique","Sofala","Marromeu",,,156573.86079
"1532","Mozambique","Mozambique","Sofala","SEWXP7RQHGN","Muanza","AzFUzPztm80","4 - Sustained",0,0,,0,"Mozambique","Sofala","Muanza",3900,3900,30053.78106
"1533","Mozambique","Mozambique","Sofala","SEWXP7RQHGN","Nhamatanda","aKC8chhkCCA","2 - Scale-Up: Aggressive",484,277,0.572,2045,"Mozambique","Sofala","Nhamatanda",,,293048.4074
"1534","Mozambique","Mozambique","Tete","TAW0CceBfZ5","Angonia","qDeuLTyvoRX","4 - Sustained",72,63,0.875,296,"Mozambique","Tete","Angonia",,,127627.62198
"1535","Mozambique","Mozambique","Tete","TAW0CceBfZ5","Cahora Bassa","uu7IFA6tunO","4 - Sustained",121,102,0.843,547,"Mozambique","Tete","Cahora Bassa",17090,17090,221740.10214
"1536","Mozambique","Mozambique","Tete","TAW0CceBfZ5","Changara","vJOqqNfY8zQ","2 - Scale-Up: Aggressive",199,150,0.754,1208,"Mozambique","Tete","Changara",,,232462.22662
"1537","Mozambique","Mozambique","Tete","TAW0CceBfZ5","Chifunde","K5LimiVoQ2t","4 - Sustained",0,0,,1,"Mozambique","Tete","Chifunde",,,30659.664882
"1538","Mozambique","Mozambique","Tete","TAW0CceBfZ5","Chiuta","Wru7gAGKine","4 - Sustained",41,35,0.854,142,"Mozambique","Tete","Chiuta",,,53658.521486
"1539","Mozambique","Mozambique","Tete","TAW0CceBfZ5","Cidade De Tete","tKTswBE0Hyj","2 - Scale-Up: Aggressive",884,693,0.784,4146,"Mozambique","Tete","Cidade De Tete",,,746393.20481
"1540","Mozambique","Mozambique","Tete","TAW0CceBfZ5","Macanga","pKaj9VHiTCV","4 - Sustained",0,0,,0,"Mozambique","Tete","Macanga",,,48407.236467
"1541","Mozambique","Mozambique","Tete","TAW0CceBfZ5","Magoe","qf4tOFtS27c","4 - Sustained",103,83,0.806,509,"Mozambique","Tete","Magoe",,,123811.73448
"1542","Mozambique","Mozambique","Tete","TAW0CceBfZ5","Maravia","rFFiVUlPDcU","4 - Sustained",36,26,0.722,176,"Mozambique","Tete","Maravia",,,36802.330305
"1543","Mozambique","Mozambique","Tete","TAW0CceBfZ5","Moatize","UE2S1UbQGn5","2 - Scale-Up: Aggressive",351,282,0.803,1772,"Mozambique","Tete","Moatize",33734,33734,450114.10806
"1544","Mozambique","Mozambique","Tete","TAW0CceBfZ5","Mutarara","d94VYtVMct3","2 - Scale-Up: Aggressive",151,83,0.55,812,"Mozambique","Tete","Mutarara",9684,9684,127890.14353
"1545","Mozambique","Mozambique","Tete","TAW0CceBfZ5","Tsangano","I9mtTPfmpqm","4 - Sustained",0,0,,17,"Mozambique","Tete","Tsangano",,,49653.17668
"1546","Mozambique","Mozambique","Tete","TAW0CceBfZ5","Zumbu","sxQMns2jOMB","4 - Sustained",0,0,,0,"Mozambique","Tete","Zumbu",,,26988.92255
"1547","Mozambique","Mozambique","Zambezia","BdBJXnCZRJ5","Alto Molocue","SnbIkc5HFdC","2 - Scale-Up: Aggressive",233,175,0.751,1396,"Mozambique","Zambezia","Alto Molocue",23544,109895,644935.93548
"1548","Mozambique","Mozambique","Zambezia","BdBJXnCZRJ5","Chinde","A2WP9rKyeCd","2 - Scale-Up: Aggressive",230,136,0.591,1359,"Mozambique","Zambezia","Chinde",24239,100834,564737.50088
"1549","Mozambique","Mozambique","Zambezia","BdBJXnCZRJ5","Cidade De Quelimane","ZZlLKqhLyve","1 - Scale-Up: Saturation",1344,846,0.629,6248,"Mozambique","Zambezia","Cidade De Quelimane",11999,111563,884892.55802
"1550","Mozambique","Mozambique","Zambezia","BdBJXnCZRJ5","Gile","nfk2rLcVuFx","2 - Scale-Up: Aggressive",288,219,0.76,1506,"Mozambique","Zambezia","Gile",20389,106140,483917.23782
"1551","Mozambique","Mozambique","Zambezia","BdBJXnCZRJ5","Gurue","TNxjWVnFcH3","4 - Sustained",236,155,0.657,1044,"Mozambique","Zambezia","Gurue",4527,6789,293813.62019
"1552","Mozambique","Mozambique","Zambezia","BdBJXnCZRJ5","Ile","IbTdghFlhMi","4 - Sustained",135,81,0.6,447,"Mozambique","Zambezia","Ile",37438,62651,508406.95548
